City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
216,dabai,11.4765,5.2063,74.80399999999995,81,99,2.27,NG,2023-06-12 21:46:02
217,danilovgrad,42.5538,19.1461,68.03599999999997,85,23,3.33,ME,2023-06-12 21:46:02
218,capao da canoa,-29.7456,-50.0097,48.61400000000003,68,98,3.72,BR,2023-06-12 21:46:02
219,peterhead,57.5058,-1.7981,57.72200000000004,96,99,3.14,GB,2023-06-12 21:47:13
220,constantia,44.1833,28.65,54.96799999999999,85,40,6.95,RO,2023-06-12 21:46:02
221,auki,-8.7676,160.7034,84.16400000000004,75,35,1.23,SB,2023-06-12 21:44:32
222,weno,7.4515,151.8468,89.816,70,75,4.12,FM,2023-06-12 21:52:21
223,labrador city,52.9463,-66.9114,44.780000000000044,87,40,0.0,CA,2023-06-12 21:40:09
224,rongelap,11.1635,166.8941,82.66999999999996,80,99,8.19,MH,2023-06-12 21:47:14
225,tarko-sale,64.9225,77.785,45.23000000000004,45,5,10.09,RU,2023-06-12 21:46:01
226,kapuskasing,49.4169,-82.4331,62.86999999999996,82,100,2.06,CA,2023-06-12 21:42:21
227,smithers,54.7804,-127.1743,73.99399999999997,31,40,4.63,CA,2023-06-12 21:45:31
228,errachidia,31.9275,-4.4285,80.924,29,0,6.69,MA,2023-06-12 21:46:03
229,mar del plata,-38.0023,-57.5575,45.35600000000003,90,40,2.68,AR,2023-06-12 21:45:42
230,mastung,29.7994,66.845,77.82799999999997,35,4,1.82,PK,2023-06-12 21:46:03
231,bacacay,13.2934,123.7919,88.96999999999997,64,100,3.36,PH,2023-06-12 21:46:03
232,zav'yalovo,56.7847,53.3776,48.667999999999985,77,2,1.84,RU,2023-06-12 21:46:04
233,aleshtar,33.8633,48.2619,59.306000000000026,32,0,1.72,IR,2023-06-12 21:46:04
234,qaqortoq,60.7167,-46.0333,44.99600000000005,77,100,2.92,GL,2023-06-12 21:44:08
235,sidney,-33.8679,151.2073,68.61199999999997,59,0,8.75,AU,2023-06-12 21:45:19
236,kokopo,-4.352,152.2633,86.99000000000002,63,12,5.16,PG,2023-06-12 21:47:15
237,victoria de durango,24.0333,-104.6667,89.49199999999999,7,75,2.06,MX,2023-06-12 21:46:04
238,hithadhoo,-0.6,73.0833,84.07400000000001,70,69,3.7,MV,2023-06-12 21:42:02
239,rumoi,43.9344,141.6428,63.51799999999999,92,96,1.39,JP,2023-06-12 21:46:04
240,karyes,37.3,22.5,57.469999999999956,87,28,0.69,GR,2023-06-12 21:46:04
241,tralee,52.2704,-9.7026,60.20600000000003,95,91,1.12,IE,2023-06-12 21:47:15
242,saint-pierre,-21.3393,55.4781,71.834,73,0,3.09,RE,2023-06-12 21:45:49
243,kavieng,-2.5744,150.7967,84.52400000000002,77,51,4.36,PG,2023-06-12 21:45:25
244,kattivakkam,13.2167,80.3167,88.15999999999998,74,51,2.59,IN,2023-06-12 21:46:05
245,vernon,50.2581,-119.2691,90.23000000000005,42,34,1.54,CA,2023-06-12 21:47:16
246,heyuan,23.7333,114.6833,92.066,55,32,1.14,CN,2023-06-12 21:46:05
247,aral,40.5156,81.2636,92.22799999999997,15,26,5.85,CN,2023-06-12 21:44:10
248,cozumel,20.5083,-86.9458,85.208,90,40,2.68,MX,2023-06-12 21:46:05
249,hadibu,12.65,54.0333,83.10199999999998,78,100,10.52,YE,2023-06-12 21:46:05
250,new norfolk,-42.7826,147.0587,56.96600000000001,78,94,1.37,AU,2023-06-12 21:45:58
251,rio gallegos,-51.6226,-69.2181,41.32400000000001,65,0,7.2,AR,2023-06-12 21:46:06
252,guerrero negro,27.9769,-114.0611,62.81600000000001,80,53,8.0,MX,2023-06-12 21:50:50
253,oshakati,-17.7833,15.6833,50.288000000000046,19,6,3.1,NA,2023-06-12 21:46:06
254,gloucester,51.8657,-2.2431,63.98599999999997,88,70,2.27,GB,2023-06-12 21:46:06
255,pyt-yakh,60.7499,72.8582,50.32400000000001,45,13,4.58,RU,2023-06-12 21:46:06
256,temryuk,45.2722,37.3811,63.08599999999997,89,100,3.96,RU,2023-06-12 21:46:06
257,itoman,26.1247,127.6694,82.66999999999996,100,75,6.69,JP,2023-06-12 21:44:25
258,malaya vishera,58.8454,32.2222,53.492,66,10,1.69,RU,2023-06-12 21:46:06
259,dalandzadgad,43.5708,104.425,80.49199999999999,17,0,4.6,MN,2023-06-12 21:46:07
260,island harbour,50.724,-1.2758,64.20199999999997,93,59,0.45,GB,2023-06-12 21:46:07
261,geraldton,-28.7667,114.6,63.28399999999999,55,0,6.17,AU,2023-06-12 21:44:26
262,mersa matruh,31.3525,27.2453,70.26799999999999,83,0,0.0,EG,2023-06-12 21:46:07
263,lerwick,60.1545,-1.1494,53.86999999999996,93,100,3.08,GB,2023-06-12 21:47:19
264,sinabang,2.4803,96.3801,85.1,68,25,1.25,ID,2023-06-12 21:44:15
265,loiza,18.4313,-65.8802,83.31799999999998,86,75,3.6,PR,2023-06-12 21:44:47
266,deuchendorf,47.4649,15.3196,53.05999999999998,79,0,1.27,AT,2023-06-12 21:46:07
267,flying fish cove,-10.4217,105.6791,80.54600000000005,83,75,6.69,CX,2023-06-12 21:46:01
